,Datetime,Tweet Id,Username,Text,Retweet,Like,Quote,Reply,Media,Language,Outlinks,Source,Status
10,2022-08-14 12:48:55+00:00,1558797819082833920,lady_annihilate,"Nicholas Alahverdian! What did this country do to him?

Nicholas Alahverdian | Harvard University - https://t.co/63FbMLaFsU https://t.co/M6s1rurD4S",0,0,0,0,,en,"['http://Academia.edu', 'https://harvard.academia.edu/Nicholas_Alahverdian']","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
11,2022-08-14 11:13:13+00:00,1558773735527747584,hadithstudies_,"📍Yeni kitap

📕Youshaa Patel'in [https://t.co/V86g4wcrgo] Hz. Peygamber'den günümüze Müslüman kimliğinin belirlenişini ele aldığı çalışması Yale University Press'ten Kasım 2022'de neşredilmiş.

🔗Kısa bir tanıtım için: https://t.co/aEZSlGaKX4 https://t.co/bbtE5W34cK",3,18,2,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FaHe-kDXgAALZaC?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FaHe-kDXgAALZaC?format=png&name=large')]",tr,"['https://lafayette.academia.edu/YoushaaPatel/Papers', 'https://yalebooks.yale.edu/book/9780300248968/the-muslim-difference/']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
12,2022-08-14 09:41:40+00:00,1558750693070192641,MaximeGauin,"@ArshiletooGorky @ElodieGTN https://t.co/7SWi9qpw1U 
She knows I participated to another at Yildrim Beyazit University and even to a conference at Bosphorus University, where the PKKli ""scholars"" are numerous.
https://t.co/mu8oJWD8dp",0,2,0,1,,en,"['https://www.academia.edu/24209649/Strategic_threats_and_hesitations_The_Operations_And_Projects_of_Landing_In_Cilicia_And_The_Ottoman_Armenians_1914_1917_', 'https://www.facebook.com/events/939363382770119']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
13,2022-08-14 01:31:05+00:00,1558627234897870849,ElizabethMarund,@TwitterWrite In addition the innovation has given rise to programs one of which is the Fettmer-FVEECOCU Combined University and School Education System for which  she is lobbying  through https://t.co/xcmYEaeYOJ and is receiving acknowledgement  and a thumbs up from  some countries including,0,0,0,0,,en,['http://Academia.edu'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
14,2022-08-13 17:48:58+00:00,1558510938457870337,LaraLengel,"1/2 I am honored to be cited in this article by Michel Ehrenhard, University of Twente, published in the prestigious journal, New Media &amp; Society:

Identity and collective action via computer-mediated communication: A review and agenda for future research https://t.co/957K2VQVmr",0,0,0,0,,en,['https://www.academia.edu/84300406/Identity_and_collective_action_via_computer_mediated_communication_A_review_and_agenda_for_future_research'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
15,2022-08-12 23:59:24+00:00,1558241776267321349,chavez_elibet,"https://t.co/qBNDJHCssv
It was when I began to study AF in depth. The idea for this publication was born at the Austral University Hospital, Buenos Aires, Argentina. Where I was EP fellowship. Today https://t.co/R8NuvA8dF0 reminded me of it.
@adribaran @EPeeps_Bot @EP_hacettepe",0,2,0,1,,en,"['http://revcardiologia.sld.cu/index.php/revcardiologia/article/view/258/285', 'http://Academia.edu']","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
16,2022-08-12 21:00:57+00:00,1558196865123975175,helvetius66,"@MarxinHell Not only are there loads with my combo, but one of them is a prolific academic who went to the same university as me in more or less the same time period (and also did martial arts) and writes in a vaguely adjacent area. https://t.co/HYxxucWwoD will not give up",0,1,0,0,,en,['http://Academia.edu'],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
17,2022-08-12 11:03:37+00:00,1558046543873441792,IJASA10,"This week Top viewed article in academia....!!

#IJASA #AmbientSystems #Agricultural #Irrigation

A Study on Developing a Smart Environment in Agricultural Irrigation Technique

Angel C and Asha S, VIT University, India

https://t.co/gjBHF4C5dG https://t.co/NE9xGrMFXc",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FZ9LD86agAA39Tp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FZ9LD86agAA39Tp?format=jpg&name=large')]",en,['https://www.academia.edu/35976127/A_STUDY_ON_DEVELOPING_A_SMART_ENVIRONMENT_IN_AGRICULTURAL_IRRIGATION_TECHNIQUE'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
18,2022-08-12 10:16:01+00:00,1558034563498414081,ijcnc,"This week Top viewed article in academia....!!

#Network #IJCNC #mobilenetwork #Cloudnetwork

Context-Aware Decision Making System for Mobile Cloud Offloading

Mustafa Tanriverdi and M. Ali Akcayol, Gazi University, Turkey

https://t.co/AF45Pd4aAj https://t.co/FZ4BXAiuIF",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FZ9AKkRagAAJqLw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FZ9AKkRagAAJqLw?format=jpg&name=large')]",en,['https://www.academia.edu/19684252/CONTEXT_AWARE_DECISION_MAKING_SYSTEM_FOR_MOBILE_CLOUD_OFFLOADING'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
19,2022-08-11 14:10:20+00:00,1557731145059487744,TinaFay21578736,"Maximilian Forte on Collapse of #Canadian #University https://t.co/dbCuTxDqI0 (In English, w brief intro in French), Feb 2, 2022

Forte criticizes academics who ""followed silence"" &amp; failed 2 critique state-corporate alliance that imposed harmful mandates in name of ""saving lives""",0,1,0,1,,en,['https://www.academia.edu/video/kxNaM1'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
20,2022-08-10 22:06:50+00:00,1557488669044666368,teoverga,@true_uncle_drew Did you try researchgate or https://t.co/mDMzPXaixw? If not you will need access to a university library. It’s a shame that scientific research is not open access.,0,0,0,0,,en,['http://academia.edu'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
21,2022-08-10 19:37:23+00:00,1557451059592925186,JOttoPohl1,"Once again the peer reviewed academic journal article that got me permanently blacklisted from working at any university in the US. It isn't actually anything really outrageous. But, even in 2006 criticizing Israel in the US was completely taboo.

https://t.co/hholsOY7HB",2,3,1,0,,en,['https://www.academia.edu/4762701/Socialist_racism_Ethnic_cleansing_and_racial_exclusion_in_the_USSR_and_Israel'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
22,2022-08-10 00:13:56+00:00,1557158268232839169,PearlPolanski,I belong to https://t.co/FIpzJqMABk. Always amazed that Mormon college Brigham Young University holds most of the old books &amp; manuscripts about supernatural topics &amp; witchcraft in the country. Just today I came across an Egyptian Magic book written by Wallis Budge in 1899. https://t.co/dDa2bxaj0n,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FZwi_08VsAAHYyE?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FZwi_08VsAAHYyE?format=png&name=large')]",en,['http://Academia.edu'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
23,2022-08-09 01:29:17+00:00,1556814842547150848,DadsonMichael,Michael Dadson's  University of British Columbia profile and research work. #Michaeldadson #Drmichaeldadson #Mikedadson #Drmikedadson #Drdadson - https://t.co/Hti4F8V68W https://t.co/iXNVfUFyBp,0,1,0,0,,en,"['http://Academia.edu', 'https://ubc.academia.edu/MichaelDadson']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
24,2022-08-08 20:45:19+00:00,1556743379278503943,PrivateJoker9,"@ucsc Eli Erlick is a PhD candidate in Feminist Studies at the University of California, Santa Cruz

https://t.co/2YM2PD7tVs

https://t.co/nlpDMJu8g2",1,1,0,1,,en,"['https://ucsc.academia.edu/EliErlick', 'https://www.foxnews.com/us/conservatives-accuse-trans-activist-illegally-sending-hormone-drugs-children-citing-social-media']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
25,2022-08-08 20:23:50+00:00,1556737975916052480,HudaMzioudet,@SalihYasun @SonerCagaptay Also check Dr. Houssem Eddine Chachia @ChachiaE whose scholarship on Morisco studies in Tunisian universities is remarkable (with strong links to the diaspora across the Maghreb and excellent skills in Spanish and Portuguese). https://t.co/r8F14LBguJ,0,3,0,0,,en,['https://louadi.academia.edu/HoussemEddineChachia%D8%AD%D8%B3%D8%A7%D9%85%D8%A7%D9%84%D8%AF%D9%8A%D9%86%D8%B4%D8%A7%D8%B4%D9%8A%D8%A9'],"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1
26,2022-08-08 04:05:25+00:00,1556491746716127232,MyShtender,"@onthemainline and apropos of H. Loewe, have you seen his tribute in Herbert Loewe, “Address: Adolf Neubauer, 1831-1931,” in Spoken in Hall on 21 June 1931 on the Occasion of the Neubauer Centenary Meeting (Oxford: Oxford University Press, 1931), 3-8 (https://t.co/zFbbElaSz6), @onthemainline.",0,0,0,0,,en,['https://www.academia.edu/45572939/Herbert_Martin_James_Loewe_Address_Adolf_Neubauer_1831_1931_in_Spoken_in_Hall_on_21_June_1931_on_the_Occasion_of_the_Neubauer_Centenary_Meeting_Oxford_Oxford_University_Press_1931_3_8'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
27,2022-08-06 13:42:28+00:00,1555912189642698752,impactology,"How to start a free university: A guide by the Melbourne Free University by Jasmine-Kim Westendorf, Aurelien Mondon, Gerhard Hoffstaedter 

https://t.co/FnxWx8sSak

@MelbFreeUni https://t.co/hoTEoscLGw https://t.co/iivrX365hJ",1,5,0,2,"[Photo(previewUrl='https://pbs.twimg.com/media/FZe1uIUagAA1eex?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FZe1uIUagAA1eex?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FZe1xYNaAAEOnmc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FZe1xYNaAAEOnmc?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FZe11ITaAAEv4VA?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FZe11ITaAAEv4VA?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FZe13ubaIAMZAAb?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FZe13ubaIAMZAAb?format=jpg&name=large')]",en,"['https://www.academia.edu/2426642/How_to_start_a_free_university_A_guide_by_the_Melbourne_Free_University', 'https://www.melbourne-free-university.org/']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
28,2022-08-04 20:33:01+00:00,1555290735615905793,krs_hwt,https://t.co/MJsF9GtX9b the use of mdma in combat - University of,0,0,0,0,,en,['http://ACADEMIA.EDU'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
29,2022-08-03 06:41:17+00:00,1554719032280072193,optimalclamping,(99+) Early versus delayed cord clamping of term births in Shatby Maternity University Hospital | Ahmed El-Agwany - https://t.co/LtL54rGHxn https://t.co/uoeeoMHFmd,0,2,0,0,,en,"['http://Academia.edu', 'https://www.academia.edu/13797246/Early_versus_delayed_cord_clamping_of_term_births_in_Shatby_Maternity_University_Hospital']","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
30,2022-08-02 14:48:00+00:00,1554479130686758912,AmberMurrey,Excellent article by Eli Meyerhoff &amp; Elsa Noterman unpacks the gendered &amp; racialised coloniality of time in the neoliberal university &amp; troubles 'slow scholarship' in @ACMEJournal: Revolutionary Scholarship by Any Speed Necessary https://t.co/BH7A6Sruau via @academia,0,2,0,0,,en,['https://www.academia.edu/35547806/Revolutionary_Scholarship_by_Any_Speed_Necessary_Slow_or_Fast_but_for_the_End_of_This_World'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
31,2022-08-02 13:49:34+00:00,1554464427768008706,france7776,"Also extensive research on Neo-Nazi past, activities, &amp; politics in current Ukraine
Dr Per Anders Rudling, Historian, Lund University.

""The Return of the Ukrainian Far Right: 
The Case of VO Svoboda,"" ... Fascist Discourse: European Fascism in Talk,Text.

https://t.co/IWVOfj1IA2",0,0,0,0,,en,['https://www.academia.edu/2481420/_The_Return_of_the_Ukrainian_Far_Right_The_Case_of_VO_Svoboda_in_Ruth_Wodak_and_John_E_Richardson_eds_Analyzing_Fascist_Discourse_European_Fascism_in_Talk_and_Text_London_and_New_York_Routledge_2013_228_255'],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1
32,2022-08-01 19:45:16+00:00,1554191554516066304,mich_kozlowski,"Jan Ciechanowski, powstaniec warszawski, po wojnie prof. University College London. W swoich pracach sprzeciwiał się przekonaniu o konieczności wybuchu powstania, które ocenił jako błąd i klęskę. Krytycznie pisał też o książce N. Daviesa. Polecam mój tekst
https://t.co/ldSJDworlX https://t.co/7V7NqZCG2K",5,28,0,8,"[Photo(previewUrl='https://pbs.twimg.com/media/FZGY-3sWAAEC1Ij?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FZGY-3sWAAEC1Ij?format=jpg&name=large')]",pl,['https://www.academia.edu/34570205/Jan_Mieczys%C5%82aw_Ciechanowski_1930_-_2016_Archiwum_Emigracji_2015_z._1_2_22_23_s._257-260'],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
33,2022-08-01 05:35:53+00:00,1553977801300410370,RakeshK80782500,"@C11228667 @SantoshISRO @anand_900315 @annamalai_k @narendramodi …  research paper  of Dr.Lavanya Vemsani, Ph.D at US University disproves any genetic evidence of the AI Theorist.. keep abreat of recent developments… Labelling others does not prove anything ..... https://t.co/TpvMzxRidv",0,1,0,1,,en,['https://www.academia.edu/7893126/Genetic_Evidence_of_Early_Human_Migrations_in_the_Indian_Ocean_Region_Disproves_Aryan_Migration_Invasion_Theories'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
34,2022-07-31 14:37:52+00:00,1553751805707931651,jeffallenfrance,"My book review is now easy to get on Academia:
Review of ""Repairing Texts: Machine Translation Post-Editing Processes"". (KRINGS Hans, edited by Geoffrey KOBY. 2001) Translation Studies series.Kent State University Press. In Multilingual magazine. 2002. https://t.co/ib1w4a215X",0,0,0,0,,en,['https://www.academia.edu/63151876/Review_of_Repairing_Texts_Empirical_Investigations_of_Machine_Translation_Post_Editing_Processes_'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
35,2022-07-29 00:59:28+00:00,1552821074185838593,boris_ctcf,"Expression of the BORIS/CTCFL Gene during Mouse Embryogenesis Causes Growth Retardation, Postnatal Lethality, and Dysregulation of the TGFB Pathway. 

Leyla Sati*, C. Zeiss, K.Yekkala, R. Demir, and James McGrath**

Yale University School of Medicine -

 - https://t.co/inp7wRSmbH https://t.co/Lzm4dIDL1y",2,2,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FYy49ZeWAAAuSAa?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FYy49ZeWAAAuSAa?format=jpg&name=large')]",en,['https://www.academia.edu/81103907'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
36,2022-07-28 09:01:50+00:00,1552580077564600322,KresySiberia,"Review Symposium for Omer Bartov’s Erased: Vanishing Traces of Jewish Galicia in Present-Day Ukraine (Princeton: Princeton University Press, 2007), Nationalities Papers 38:2 (Mar. 2010): 291-305.  https://t.co/0oDygrqveC via @academia",2,3,0,1,,en,['https://www.academia.edu/3757953/Review_Symposium_for_Omer_Bartov_s_Erased_Vanishing_Traces_of_Jewish_Galicia_in_Present_Day_Ukraine_Princeton_Princeton_University_Press_2007_Nationalities_Papers_38_2_Mar_2010_291_305'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
37,2022-07-27 07:30:41+00:00,1552194749875908610,GPCRPodcast,"""The Cultural Revolution in Images: Caricature Posters from Guangzhou, 1966–1977"" by Laura Pozzi, Chinese University of Hong Kong
https://t.co/bQDt3OXAlH",6,24,0,0,,en,['https://www.academia.edu/37071681/The_Cultural_Revolution_in_Images_Caricature_Posters_from_Guangzhou_1966_1977'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
38,2022-07-25 23:06:17+00:00,1551705425011249153,AladeSamson12,Qr code based examination card verification system kebbi State University of science and technology https://t.co/aqdiuqEzBd via @academia,0,0,0,0,,en,['https://www.academia.edu/70795418/Qr_code_based_examination_card_verification_system_kebbi_State_University_of_science_and_technology'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
39,2022-07-25 06:24:01+00:00,1551453197595987968,akutuhbebas,"Bersyukur banget pernah kuliah di Kasetsart University, soalnya email dari KU bisa ngakses semua link jurnal internasional secara gratis kek academia edu, emerald insight. Email kampusku sendiri malah ga berguna :(",0,0,0,1,,in,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
40,2022-07-24 17:34:02+00:00,1551259426329427971,SoloWay_nest,"@communistcorn @keanumylove09 @StephenKing 1 https://t.co/Bs1PR4yTOs providing review and feedback on articles as they are created.
2 not only valid students and employees of universities, but also independent researchers can register on it.",0,0,0,2,,en,['http://Academia.edu'],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
41,2022-07-24 13:22:16+00:00,1551196064622977024,begumburak1984,GEORGIAN TECHNICAL UNIVERSITY  CONFERENCE SCHEDULE https://t.co/NXleGCmrss @academia aracılığıyla https://t.co/xoNI585wOE,0,0,0,0,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FYb0mStXEAIOX3I.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FYb0mStXEAIOX3I.mp4', bitrate=0)])]",ro,['https://www.academia.edu/83644320/GEORGIAN_TECHNICAL_UNIVERSITY_CONFERENCE_SCHEDULE'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
42,2022-07-23 21:22:32+00:00,1550954539871764482,PhilB6vis,"The OUN, the UPA &amp; the Holocaust:
A Study in the Manufacturing of Historical Myths,
2011 | Per Anders Rudling || The Carl Beck Papers in Russian &amp; East European Studies 2107::
Pittsburgh: University Center for Rus&amp;EEur Studies
via https://t.co/CZpfEVXTTm 
https://t.co/FQJzldAyil",0,0,0,0,,en,"['http://Academia.edu', 'https://www.academia.edu/1122859/The_OUN_the_UPA_and_the_Holocaust_A_Study_in_the_Manufacturing_of_Historical_Myths_The_Carl_Beck_Papers_in_Russian_and_East_European_Studies_2107_Pittsburgh_University_Center_for_Russian_and_East_European_Studies_2011_']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
43,2022-07-23 13:10:18+00:00,1550830668040503299,JulianLopezM,"Que grato ver referencias a mi trabajo académico en este texto recientemente publicado por Oxford University Press sobre la Convención Americana. 

Artículo referenciado: https://t.co/pZNBfSDyfO https://t.co/KLWYI4qFI2",1,13,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FYWoRd9XoAAeBAf?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FYWoRd9XoAAeBAf?format=jpg&name=large')]",es,['https://www.academia.edu/1230997/LA_PROTECCIÓN_DE_LA_PROPIEDAD_DE_LA_TIERRA_EN_LA_JURISPRUDENCIA_DE_LA_CORTE_INTERAMERICANA_DE_DERECHOS_HUMANOS_Y_SU_APLICACIÓN_AL_CASO_DE_LAS_COMUNIDADES_CAMPESINAS_EN_COLOMBIA'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
44,2022-07-20 20:55:14+00:00,1549860506248220672,genahaj,4/6...after time to update donors and investors on your progress. In my https://t.co/xMPj9OtAzE account in my name you have couple of business plans for opening a Foundation and University Plan Proposals: one like ORU &amp; the other online university like RegentUniversity.Another...,2,1,0,1,,en,['http://Academia.edu'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
45,2022-07-18 18:05:34+00:00,1549093034398257152,zeljkobil,"""On the Politicization of Gender"", by Douglas Farrow,
McGill University, Faculty of Religious Studies, Faculty Member, Professor of Theology and Ethics, and sometime holder of the Kennedy Smith Chair in Catholic Studies.
https://t.co/dCyZ3TacKr",1,0,0,0,,en,['https://www.academia.edu/video/l80PVl'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
46,2022-07-17 15:54:40+00:00,1548697703307264000,bender_k,"Raffaello Mito e percezione, a cura di Daniele Benati, Sonia Cavicchioli, Sandra Costa, Marzia Faietti, Bologna, Bononia University Press, 2022 https://t.co/mSwR7FI01N via @academia",0,0,1,0,,it,['https://www.academia.edu/83022217/Raffaello_Mito_e_percezione_a_cura_di_Daniele_Benati_Sonia_Cavicchioli_Sandra_Costa_Marzia_Faietti_Bologna_Bononia_University_Press_2022'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
47,2022-07-15 04:32:11+00:00,1547801174841380864,Journal_IJNSA,"#AIRCC #IJNSA

Most Viewed Article for an Year:

Evaluation of a Blockchain-Enabled Resource Management Mechanism for NGNs

Michael Xevgenis, University of West Attica, Greece

Academia URL: https://t.co/1KP3z4d7rm

Volume URL: https://t.co/ywwB5lyA0G https://t.co/jQVNgyvWc0",0,1,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FXrk8VbaUAEYEfV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FXrk8VbaUAEYEfV?format=jpg&name=large')]",en,"['https://www.academia.edu/55596209/EVALUATION_OF_A_BLOCKCHAIN_ENABLED_RESOURCE_MANAGEMENT_MECHANISM_FOR_NGNS', 'https://airccse.org/journal/jnsa21_current.html']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
48,2022-07-14 21:51:43+00:00,1547700393118801923,RealScottCCox,Academia(.)edu author page mentions him as in the Purdue University Anthropology Dept. I think it's this guy: https://t.co/GaxY2FMFNe,0,0,0,1,,en,['https://www.susqu.edu/live/profiles/113-scott-cox'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
